epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
260,1191.35,1.50228,3.06119,1.86413,1.54126,0.91827,0.77959,0.89035,0.72452,0.91827,0.77959,0.89035,0.71599,0.70312,1.22097,1.04035,1.01764,0.000242215,0.000242215,0.000242215
261,1196.14,1.52522,3.17107,1.85361,1.5233,0.91827,0.77959,0.89035,0.72452,0.91827,0.77959,0.89035,0.71599,0.70312,1.22097,1.04035,1.01764,0.000236714,0.000236714,0.000236714
262,1200.7,1.34551,2.56119,1.60229,1.35013,0.92039,0.77465,0.89448,0.73004,0.92039,0.77465,0.89448,0.7108,0.68882,1.20605,0.99531,1.01083,0.000231213,0.000231213,0.000231213
263,1205.46,1.591,2.82196,1.76615,1.54133,0.92039,0.77465,0.89448,0.73004,0.92039,0.77465,0.89448,0.7108,0.68882,1.20605,0.99531,1.01083,0.000225712,0.000225712,0.000225712
264,1210.81,1.72741,3.7312,2.27133,1.75239,0.92039,0.77465,0.89448,0.73004,0.92039,0.77465,0.89448,0.7108,0.68882,1.20605,0.99531,1.01083,0.000220211,0.000220211,0.000220211
265,1215.45,1.4998,2.88404,1.84579,1.47907,0.92039,0.77465,0.89448,0.73004,0.92039,0.77465,0.89448,0.7108,0.68882,1.20605,0.99531,1.01083,0.00021471,0.00021471,0.00021471
266,1219.92,1.61503,2.97441,2.01525,1.54757,0.80627,0.83012,0.88755,0.73763,0.80627,0.83012,0.88755,0.71384,0.68284,1.20643,0.95508,1.00534,0.000209209,0.000209209,0.000209209
267,1224.38,1.17007,2.24462,1.63899,1.30732,0.80627,0.83012,0.88755,0.73763,0.80627,0.83012,0.88755,0.71384,0.68284,1.20643,0.95508,1.00534,0.000203707,0.000203707,0.000203707
268,1229.02,1.3142,2.92165,1.94868,1.43734,0.80627,0.83012,0.88755,0.73763,0.80627,0.83012,0.88755,0.71384,0.68284,1.20643,0.95508,1.00534,0.000198206,0.000198206,0.000198206
269,1233.45,1.37737,3.01109,1.63528,1.41346,0.80627,0.83012,0.88755,0.73763,0.80627,0.83012,0.88755,0.71384,0.68284,1.20643,0.95508,1.00534,0.000192705,0.000192705,0.000192705
270,1237.92,1.54438,2.91271,2.19787,1.58328,0.87708,0.7655,0.88595,0.73703,0.87708,0.7655,0.88595,0.70814,0.6833,1.20963,0.95435,1.007,0.000187204,0.000187204,0.000187204
271,1242.54,1.71568,3.2797,1.96302,1.62161,0.87708,0.7655,0.88595,0.73703,0.87708,0.7655,0.88595,0.70814,0.6833,1.20963,0.95435,1.007,0.000181703,0.000181703,0.000181703
272,1247.01,1.74002,3.60239,2.28676,1.7077,0.87708,0.7655,0.88595,0.73703,0.87708,0.7655,0.88595,0.70814,0.6833,1.20963,0.95435,1.007,0.000176202,0.000176202,0.000176202
273,1251.57,1.26634,2.23607,1.72631,1.35966,0.87708,0.7655,0.88595,0.73703,0.87708,0.7655,0.88595,0.70814,0.6833,1.20963,0.95435,1.007,0.000170701,0.000170701,0.000170701
274,1256.03,1.48859,3.12188,1.91781,1.52015,0.84646,0.81081,0.89103,0.73756,0.84646,0.81081,0.89103,0.7135,0.6824,1.20921,0.94427,1.00285,0.0001652,0.0001652,0.0001652
275,1260.8,1.52719,3.09729,1.71655,1.51165,0.84646,0.81081,0.89103,0.73756,0.84646,0.81081,0.89103,0.7135,0.6824,1.20921,0.94427,1.00285,0.000159699,0.000159699,0.000159699
276,1265.54,1.70824,3.04711,1.93823,1.61562,0.84646,0.81081,0.89103,0.73756,0.84646,0.81081,0.89103,0.7135,0.6824,1.20921,0.94427,1.00285,0.000154198,0.000154198,0.000154198
277,1270.11,1.37377,3.06081,1.63613,1.40424,0.84646,0.81081,0.89103,0.73756,0.84646,0.81081,0.89103,0.7135,0.6824,1.20921,0.94427,1.00285,0.000148696,0.000148696,0.000148696
278,1274.67,1.60709,2.81945,1.82541,1.5426,0.84799,0.82408,0.89727,0.7492,0.84799,0.82408,0.89727,0.7183,0.68018,1.20611,0.93077,0.99867,0.000143195,0.000143195,0.000143195
279,1279.33,1.43322,2.80572,1.80349,1.43539,0.84799,0.82408,0.89727,0.7492,0.84799,0.82408,0.89727,0.7183,0.68018,1.20611,0.93077,0.99867,0.000137694,0.000137694,0.000137694
280,1283.81,1.58149,3.25129,2.03306,1.50083,0.84799,0.82408,0.89727,0.7492,0.84799,0.82408,0.89727,0.7183,0.68018,1.20611,0.93077,0.99867,0.000132193,0.000132193,0.000132193
281,1288.44,1.4072,2.66684,1.78999,1.40969,0.84799,0.82408,0.89727,0.7492,0.84799,0.82408,0.89727,0.7183,0.68018,1.20611,0.93077,0.99867,0.000126692,0.000126692,0.000126692
282,1293.08,1.32495,2.65666,1.82391,1.45752,0.84856,0.83165,0.8973,0.7531,0.84856,0.83165,0.8973,0.73284,0.67913,1.20304,0.91604,0.99362,0.000121191,0.000121191,0.000121191
283,1297.5,1.23505,2.59696,1.71031,1.31898,0.84856,0.83165,0.8973,0.7531,0.84856,0.83165,0.8973,0.73284,0.67913,1.20304,0.91604,0.99362,0.00011569,0.00011569,0.00011569
284,1301.98,1.36142,3.12574,1.7431,1.45577,0.84856,0.83165,0.8973,0.7531,0.84856,0.83165,0.8973,0.73284,0.67913,1.20304,0.91604,0.99362,0.000110189,0.000110189,0.000110189
285,1306.29,1.29746,2.42479,1.61831,1.32574,0.84856,0.83165,0.8973,0.7531,0.84856,0.83165,0.8973,0.73284,0.67913,1.20304,0.91604,0.99362,0.000104688,0.000104688,0.000104688
286,1310.96,1.68236,3.56738,2.07099,1.71446,0.84892,0.83527,0.90801,0.76593,0.84892,0.83527,0.90801,0.7295,0.68358,1.20199,0.92735,0.99605,9.91865e-05,9.91865e-05,9.91865e-05
287,1315.5,1.4543,3.52372,2.11186,1.55922,0.84892,0.83527,0.90801,0.76593,0.84892,0.83527,0.90801,0.7295,0.68358,1.20199,0.92735,0.99605,9.36854e-05,9.36854e-05,9.36854e-05
288,1319.9,1.28096,2.97226,1.72695,1.38391,0.84892,0.83527,0.90801,0.76593,0.84892,0.83527,0.90801,0.7295,0.68358,1.20199,0.92735,0.99605,8.81843e-05,8.81843e-05,8.81843e-05
289,1324.35,1.30528,2.72635,1.80642,1.38969,0.84892,0.83527,0.90801,0.76593,0.84892,0.83527,0.90801,0.7295,0.68358,1.20199,0.92735,0.99605,8.26832e-05,8.26832e-05,8.26832e-05
290,1329.09,1.68047,3.44966,2.03455,1.6192,0.85293,0.83527,0.91856,0.77116,0.85293,0.83527,0.91856,0.74691,0.683,1.20413,0.91902,0.99586,7.71821e-05,7.71821e-05,7.71821e-05
291,1333.31,0.81436,1.72821,2.17128,1.08229,0.85293,0.83527,0.91856,0.77116,0.85293,0.83527,0.91856,0.74691,0.683,1.20413,0.91902,0.99586,7.1681e-05,7.1681e-05,7.1681e-05
292,1337.79,0.97467,1.8425,2.25593,1.23414,0.85293,0.83527,0.91856,0.77116,0.85293,0.83527,0.91856,0.74691,0.683,1.20413,0.91902,0.99586,6.61799e-05,6.61799e-05,6.61799e-05
293,1341.69,0.82392,1.68139,2.00497,1.13389,0.85293,0.83527,0.91856,0.77116,0.85293,0.83527,0.91856,0.74691,0.683,1.20413,0.91902,0.99586,6.06788e-05,6.06788e-05,6.06788e-05
294,1345.67,0.94095,1.77004,2.19771,1.14569,0.90588,0.77713,0.91454,0.76248,0.90588,0.77713,0.91454,0.74244,0.68719,1.22053,0.95348,0.99968,5.51777e-05,5.51777e-05,5.51777e-05
295,1349.59,1.03049,1.78704,2.03328,1.09693,0.90588,0.77713,0.91454,0.76248,0.90588,0.77713,0.91454,0.74244,0.68719,1.22053,0.95348,0.99968,4.96766e-05,4.96766e-05,4.96766e-05
296,1353.53,1.22262,2.19764,2.60849,1.31164,0.90588,0.77713,0.91454,0.76248,0.90588,0.77713,0.91454,0.74244,0.68719,1.22053,0.95348,0.99968,4.41755e-05,4.41755e-05,4.41755e-05
297,1357.41,1.14084,2.08262,2.81779,1.35343,0.90588,0.77713,0.91454,0.76248,0.90588,0.77713,0.91454,0.74244,0.68719,1.22053,0.95348,0.99968,3.86744e-05,3.86744e-05,3.86744e-05
298,1361.38,0.87905,1.60975,2.02568,1.12087,0.92,0.77713,0.90734,0.76404,0.92,0.77713,0.90734,0.7115,0.68679,1.24812,1.02356,1.0032,3.31733e-05,3.31733e-05,3.31733e-05
299,1365.34,0.8642,1.68374,1.83673,1.11677,0.92,0.77713,0.90734,0.76404,0.92,0.77713,0.90734,0.7115,0.68679,1.24812,1.02356,1.0032,2.76722e-05,2.76722e-05,2.76722e-05
300,1369.3,0.87301,1.6842,1.67469,1.13384,0.92,0.77713,0.90734,0.76404,0.92,0.77713,0.90734,0.7115,0.68679,1.24812,1.02356,1.0032,2.21711e-05,2.21711e-05,2.21711e-05
